timestamp,output[2],output[3],output[4],output[5],output[6],output[7]
8000000,900,900,900,900,900,900
8004000,900,900,900,900,900,900
8008000,900,900,900,900,900,900
8012000,900,900,900,900,900,900
8016000,900,900,900,900,900,900
8020000,900,900,900,900,900,900
8024000,900,900,900,900,900,900
8028000,900,900,900,900,900,900
8032000,900,900,900,900,900,900
8036000,900,900,900,900,900,900
8040000,900,900,900,900,900,900
8044000,900,900,900,900,900,900
8048000,900,900,900,900,900,900
8052000,900,900,900,900,900,900
8056000,900,900,900,900,900,900
8060000,900,900,900,900,900,900
8064000,900,900,900,900,900,900
8068000,900,900,900,900,900,900
8072000,900,900,900,900,900,900
8076000,900,900,900,900,900,900
8080000,900,900,900,900,900,900
8084000,900,900,900,900,900,900
8088000,900,900,900,900,900,900
8092000,900,900,900,900,900,900
8096000,900,900,900,900,900,900
8100000,900,900,900,900,900,900
8104000,900,900,900,900,900,900
8108000,900,900,900,900,900,900
8112000,900,900,900,900,900,900
8116000,900,900,900,900,900,900
8120000,900,900,900,900,900,900
8124000,900,900,900,900,900,900
8128000,900,900,900,900,900,900
8132000,900,900,900,900,900,900
8136000,900,900,900,900,900,900
8140000,900,900,900,900,900,900
8144000,900,900,900,900,900,900
8148000,900,900,900,900,900,900
8152000,900,900,900,900,900,900
8156000,900,900,900,900,900,900
8160000,900,900,900,900,900,900
8164000,900,900,900,900,900,900
8168000,900,900,900,900,900,900
8172000,900,900,900,900,900,900
8176000,900,900,900,900,900,900
8180000,900,900,900,900,900,900
8184000,900,900,900,900,900,900
8188000,900,900,900,900,900,900
8192000,900,900,900,900,900,900
8196000,900,900,900,900,900,900
8200000,900,900,900,900,900,900
8204000,900,900,900,900,900,900
8208000,900,900,900,900,900,900
8212000,900,900,900,900,900,900
8216000,900,900,900,900,900,900
8220000,900,900,900,900,900,900
8224000,900,900,900,900,900,900
8228000,900,900,900,900,900,900
8232000,900,900,900,900,900,900
8236000,900,900,900,900,900,900
8240000,900,900,900,900,900,900
8244000,900,900,900,900,900,900
8248000,900,900,900,900,900,900
8252000,900,900,900,900,900,900
8256000,900,900,900,900,900,900
8260000,1500,1500,2000,1487,1512,1518
8264000,1500,1500,2000,1487,1512,1518
8268000,1500,1500,2000,1487,1512,1518
8272000,1500,1500,2000,1488,1511,1518
8276000,1501,1500,2000,1489,1510,1518
8280000,1501,1500,2000,1489,1510,1518
8284000,1501,1500,2000,1489,1510,1517
8288000,1500,1500,2000,1489,1510,1517
8292000,1500,1500,2000,1489,1510,1517
8296000,1501,1500,2000,1489,1510,1517
8300000,1501,1500,2000,1488,1511,1518
8304000,1501,1500,2000,1487,1512,1518
8308000,1501,1500,2000,1487,1512,1517
8312000,1500,1500,2000,1487,1512,1517
8316000,1500,1500,2000,1487,1512,1518
8320000,1500,1500,2000,1487,1512,1518
8324000,1500,1500,2000,1487,1512,1518
8328000,1500,1500,2000,1487,1512,1517
8332000,1500,1500,2000,1487,1512,1517
8336000,1500,1500,2000,1487,1512,1518
8340000,1500,1500,2000,1487,1512,1518
8344000,1501,1500,2000,1487,1512,1518
8348000,1500,1500,2000,1487,1512,1518
8352000,1500,1500,2000,1487,1512,1518
8356000,1501,1500,2000,1488,1511,1518
8360000,1501,1500,2000,1488,1511,1518
8364000,1502,1500,2000,1488,1511,1518
8368000,1502,1500,2000,1488,1511,1518
8372000,1502,1500,2000,1488,1511,1517
8376000,1502,1500,2000,1488,1511,1517
8380000,1502,1500,2000,1488,1511,1517
8384000,1502,1500,2000,1488,1511,1517
8388000,1502,1500,2000,1488,1511,1517
8392000,1502,1500,2000,1488,1511,1517
8396000,1502,1500,2000,1488,1511,1517
8400000,1503,1500,2000,1488,1511,1518
8404000,1503,1500,2000,1488,1511,1517
8412000,1502,1500,2000,1488,1511,1517
8416000,1502,1500,2000,1488,1511,1517
8420000,1502,1500,2000,1488,1511,1518
8424000,1502,1500,2000,1487,1512,1518
8432000,1501,1500,2000,1488,1511,1518
8440000,1502,1500,2000,1488,1511,1518
8444000,1502,1500,2000,1488,1511,1518
8448000,1502,1500,2000,1488,1511,1517
8452000,1502,1500,2000,1489,1510,1517
8456000,1502,1500,2000,1489,1510,1517
8460000,1502,1500,2000,1489,1510,1517
8464000,1502,1500,2000,1488,1511,1517
8468000,1502,1500,2000,1488,1511,1517
8472000,1502,1500,2000,1489,1510,1517
8476000,1502,1500,2000,1489,1510,1517
8480000,1502,1500,2000,1488,1511,1517
8488000,1502,1500,2000,1488,1511,1517
8492000,1501,1500,2000,1488,1511,1517
8496000,1501,1500,2000,1487,1512,1517
8500000,1501,1500,2000,1488,1511,1517
8504000,1501,1500,2000,1488,1511,1517
8508000,1501,1500,2000,1488,1511,1517
8512000,1501,1500,2000,1488,1511,1517
8516000,1501,1500,2000,1488,1511,1517
8520000,1501,1500,2000,1488,1511,1517
8524000,1501,1500,2000,1488,1511,1517
8528000,1501,1500,2000,1488,1511,1517
8532000,1502,1500,2000,1489,1510,1517
8536000,1502,1500,2000,1489,1510,1517
8540000,1502,1500,2000,1489,1510,1517
8544000,1501,1500,2000,1488,1511,1517
8548000,1501,1500,2000,1488,1511,1517
8552000,1501,1500,2000,1488,1511,1517
8556000,1501,1500,2000,1488,1511,1517
8560000,1501,1500,2000,1488,1511,1517
8564000,1501,1500,2000,1488,1511,1517
8568000,1501,1500,2000,1488,1511,1517
8572000,1501,1500,2000,1488,1511,1517
8576000,1501,1500,2000,1488,1511,1517
8580000,1501,1500,2000,1488,1511,1517
8584000,1501,1500,2000,1488,1511,1517
8588000,1501,1500,2000,1488,1511,1517
8592000,1501,1500,2000,1490,1509,1515
8596000,1501,1500,2000,1490,1509,1515
8600000,1501,1500,2000,1490,1509,1515
8604000,1501,1500,2000,1490,1509,1515
8608000,1501,1500,2000,1489,1510,1515
8612000,1501,1500,2000,1490,1509,1515
8616000,1501,1500,2000,1490,1509,1515
8620000,1502,1500,2000,1490,1509,1515
8624000,1502,1500,2000,1489,1510,1515
8628000,1502,1500,2000,1489,1510,1515
8632000,1502,1500,2000,1489,1510,1515
8636000,1502,1500,2000,1489,1510,1515
8640000,1502,1500,2000,1489,1510,1515
8644000,1502,1500,2000,1489,1510,1515
8648000,1502,1500,2000,1489,1510,1515
8652000,1502,1500,2000,1489,1510,1515
8656000,1502,1500,2000,1490,1509,1515
8660000,1502,1500,2000,1490,1509,1515
8664000,1502,1500,2000,1490,1509,1515
8668000,1502,1500,2000,1490,1509,1515
